Nr. ;Datum; Anrede  ;  Titel  ;  Vorname  ;  Nachname  ;  Geburtsdatum  ;  Straße  ;  PLZ  ;  Stadt  ;  Telefon  ;  Mobil  ;  Telefax  ;  E-Mail ;  Newsletter
695;05.01.2016; Herr ; Dr. ; Olaf ; Aumann ; 1.11.1968 ; Soetenkamp 163 ;53506; Ahrbrück ; 02643 / 786999 ; 0171 / 5397429 ; 02643 / 42972338 ; olaf.aumann@mail.xyz ; ja
696;29.04.2016; Herr ; Dr. ; Jamie ; Bek ; 9.5.1924 ; Kochwiesenstr. 42 ;67063; Ludwigshafen am Rhein ; 0621 / 41026727 ; 0157 / 5685272 ; 0621 / 96416590 ; jamie.bek@mail.xyz ; ja
697;20.08.2016; Herr ; Dr. ; Berndt ; Stone ; 20.3.1950 ; Westenkamp 9 ;95517; Seybothenreuth ; 09278 / 23406830 ; 0154 / 1548405 ; 09278 / 22038521 ; b.stone@mail.xyz ; ja
698;22.05.2016; Frau ; Dr. ; Isabell ; Tobias ; 11.6.1968 ; Buldernweg 42 ;6237; Spergau ; 03462 / 60106051 ; 0174 / 5300010 ; 03462 / 18182354 ; i.tobias@mail.xyz ; ja
699;08.07.2016; Frau ; Prof. ; Lilly ; Stiehler ; 5.5.1942 ; Gropiusstr. 54 ;59439; Holzwickede ; 02301 / 52877813 ; 0152 / 8429666 ; 02301 / 72795050 ; lilly.stiehler@mail.xyz ; ja
700;19.10.2016; Frau ; Dr. ; Melanie ; Ulbrich ; 3.12.1985 ; Am Ziegelofen 84a ;48268; Greven ; 02571 / 88169507 ; 0158 / 7910176 ; 02571 / 90566742 ; melanie.ulbrich@mail.xyz ; ja
701;14.07.2016; Frau ; Dr. ; Lana ; Jakobi ; 14.11.1946 ; Sanddornweg 180 ;87674; Ruderatshofen ; 08343 / 26291761 ; 0158 / 6217692 ; 08343 / 37528831 ; lana.jakobi@mail.xyz ; ja
702;24.10.2016; Herr ; Dr. ; Oskar ; Kaps ; 7.7.1991 ; Max-Winkelmann-Str. 45a ;56858; Liesenich ; 06542 / 76280494 ; 0176 / 2070233 ; 06542 / 14687927 ; oskar.kaps@mail.xyz ; ja
703;25.01.2016; Frau ; Dr. ; Yasmin ; Schweizer ; 16.5.1982 ; Bernhard-Poether-Str. 127 ;46242; Bottrop ; 02041 / 96354420 ; 0167 / 9038535 ; 02041 / 52839878 ; yasmin.schweizer@mail.xyz ; ja
704;16.07.2016; Herr ; Dr. ; Uwe ; Semmler ; 6.6.1938 ; Marientalstr. 156 ;91332; Heiligenstadt ; 03606 / 29366358 ; 0150 / 9819263 ; 03606 / 68034873 ; uwe.semmler@mail.xyz ; ja
705;18.12.2016; Herr ; Dr. ; Noel ; Matthes ; 14.8.1992 ; Am Brook 147 ;76889; Birkenhördt ; 06343 / 72721655 ; 0172 / 5635297 ; 06343 / 10800036 ; n.matthes@mail.xyz ; ja
706;26.05.2016; Frau ; Dr. ; Finnja ; Schwanke ; 15.11.1932 ; Am Dornbusch 120 ;25724; Neufelderkoog ; 04851 / 76594102 ; 0152 / 5587341 ; 04851 / 97905748 ; f.schwanke@mail.xyz ; ja
707;22.11.2016; Frau ; Prof. ; Kathrin ; Hinkelmann ; 9.3.1963 ; Norbertstr. 176 ;28219; Bremen ; 0421 / 51609716 ; 0168 / 2728027 ; 0421 / 32723960 ; k.hinkelmann@mail.xyz ; ja
708;28.06.2016; Herr ; Dr. ; Jannis ; Uhl ; 14.5.1925 ; Am Pulverschuppen 154 ;86655; Harburg ; 09003 / 9597366 ; 0160 / 6709502 ; 09003 / 94410863 ; j.uhl@mail.xyz ; ja
709;16.02.2016; Frau ; Dr. ; Daniela ; Eberhardt ; 24.2.1974 ; Bünkamp 68 ;88364; Wolfegg ; 07527 / 31885657 ; 0153 / 1696901 ; 07527 / 83233833 ; d.eberhardt@mail.xyz ; ja
710;17.03.2016; Frau ; Dr. ; Alyssa ; Heil ; 15.12.1972 ; Zülpicher Str. 115 ;54636; Hüttingen an der Kyll ; 06561 / 61038253 ; 0176 / 6087611 ; 06561 / 44291205 ; a.heil@mail.xyz ; ja
711;08.12.2016; Herr ; Prof. ; Mohammed ; Lux ; 23.6.1931 ; Liboristr. 184a ;52080; Aachen ; 0241 / 31132668 ; 0155 / 1858396 ; 0241 / 33869624 ; m.lux@mail.xyz ; ja
712;30.01.2016; Frau ; Dr. ; Catharina ; Walker ; 12.7.1971 ; Buldernweg 24 ;45879; Gelsenkirchen ; 0209 / 58446775 ; 0153 / 6512113 ; 0209 / 27048813 ; c.walker@mail.xyz ; ja
713;11.08.2016; Frau ; Dr. ; Carolina ; Kretschmar ; 1.2.1929 ; Offenbergstr. 62 ;25557; Oldenbüttel ; 04872 / 66161384 ; 0179 / 1545307 ; 04872 / 15484475 ; c.kretschmar@mail.xyz ; ja
714;14.04.2016; Frau ; Dr. ; Aylin ; Michael ; 21.5.1943 ; Münsterstr. 74 ;69190; Walldorf ; 06227 / 28424158 ; 0168 / 2894608 ; 06227 / 82279209 ; aylin.michael@mail.xyz ; ja
715;16.01.2016; Herr ; Prof. ; Emre ; Andres ; 25.5.1951 ; Westenkamp 87 ;55288; Udenheim ; 06732 / 53808517 ; 0153 / 4072266 ; 06732 / 22148746 ; e.andres@mail.xyz ; ja
716;12.03.2016; Frau ; Dr. ; Emilia ; Teubner ; 1.3.1997 ; Marsweg 118 ;47166; Duisburg ; 0203 / 25387866 ; 0156 / 7283870 ; 0203 / 38428793 ; emilia.teubner@mail.xyz ; ja
717;18.02.2016; Frau ; Dr. ; Maya ; Parker ; 27.12.1930 ; Johanniterstr. 165 ;55234; Albig ; 06731 / 26959819 ; 0153 / 7827230 ; 06731 / 35929275 ; maya.parker@mail.xyz ; ja
718;17.02.2016; Frau ; Dr. ; Leah ; Casper ; 18.9.1933 ; Gropiusstr. 179a ;99428; Weimar ; 03643 / 97334064 ; 0165 / 1639676 ; 03643 / 28998769 ; leah.casper@mail.xyz ; ja
719;09.02.2016; Frau ; Dr. ; Kaja ; Vasquez ; 9.8.1943 ; Starweg 52 ;4828; Bennewitz ; 03425 / 79364345 ; 0176 / 1061694 ; 03425 / 65942813 ; k.vasquez@mail.xyz ; ja
720;15.09.2016; Frau ; Dr. ; Maria ; Briggs ; 4.7.1978 ; Hillscheider Weg 160 ;73655; Alfdorf ; 07172 / 99969284 ; 0168 / 5045728 ; 07172 / 10275842 ; maria.briggs@mail.xyz ; ja
721;26.09.2016; Herr ; Dr. ; Rainer ; Seewald ; 1.7.1920 ; Möserweg 80 ;55413; Niederheimbach ; 06721 / 38370435 ; 0162 / 5423432 ; 06721 / 44318555 ; r.seewald@mail.xyz ; ja
722;07.04.2016; Frau ; Dr. ; Charlotte ; Kleine ; 6.9.1957 ; Maximilianstr. 51 ;37447; Wieda ; 05586 / 57530721 ; 0157 / 2221947 ; 05586 / 41759648 ; charlotte.kleine@mail.xyz ; ja
723;10.05.2016; Frau ; Dr. ; Hildegard ; Kunze ; 13.9.1976 ; Emdener Str. 81 ;84332; Hebertsfelden ; 08721 / 28416464 ; 0170 / 8184414 ; 08721 / 74067071 ; h.kunze@mail.xyz ; ja
724;16.11.2016; Frau ; Dr. ; Cathrin ; Reinhold ; 18.2.1948 ; Friedrichstr. 94 ;91362; Pretzfeld ; 09194 / 77983200 ; 0174 / 1901610 ; 09194 / 57748954 ; c.reinhold@mail.xyz ; ja
725;31.03.2016; Frau ; Dr. ; Ann ; Miles ; 15.3.1932 ; Mierendorffstr. 182a ;77972; Mahlberg ; 07825 / 51878132 ; 0154 / 5933882 ; 07825 / 26181084 ; a.miles@mail.xyz ; ja
726;20.07.2016; Herr ; Dr. ; Lukas ; Fenner ; 13.2.1978 ; Im Draum 16 ;27386; Kirchwalsede ; 04266 / 41535862 ; 0154 / 9884764 ; 04266 / 78386757 ; lukas.fenner@mail.xyz ; ja
727;12.10.2016; Herr ; Dr. ; Frank ; Schnitzler ; 24.12.1921 ; Idenbrockplatz 144 ;1099; Dresden ; 0351 / 80424538 ; 0150 / 9419429 ; 0351 / 99805840 ; frank.schnitzler@mail.xyz ; ja
728;08.01.2016; Herr ; Dr. ; Detlev ; Gardner ; 15.5.1936 ; Zur Wiese 156 ;96191; Viereth-Trunstadt ; 09503 / 88916072 ; 0174 / 8102649 ; 09503 / 85933062 ; detlev.gardner@mail.xyz ; ja
729;28.05.2016; Herr ; Dr. ; Andreas ; Odenthal ; 1.3.1966 ; Südstr. 170 ;16816; Neuruppin ; 03391 / 52402314 ; 0157 / 7150583 ; 03391 / 98873867 ; a.odenthal@mail.xyz ; ja
730;06.01.2016; Herr ; Dr. ; Jeremy ; Brock ; 23.10.1957 ; Am Blütenhain 147 ;93333; Neustadt an der Donau ; 09445 / 31753695 ; 0178 / 7157814 ; 09445 / 17854838 ; j.brock@mail.xyz ; ja
731;17.01.2016; Frau ; Dr. ; Karina ; Retzlaff ; 14.7.1975 ; Am Grauen Stein 138 ;78658; Zimmern ob Rottweil ; 0741 / 3805150 ; 0157 / 1947759 ; 0741 / 85545961 ; k.retzlaff@mail.xyz ; ja
732;20.03.2016; Frau ; Dr. ; Aylin ; Fisher ; 6.6.1936 ; Lassallestr. 35 ;54317; Gutweiler ; 0651 / 3689582 ; 0167 / 2921909 ; 0651 / 30231506 ; a.fisher@mail.xyz ; ja
733;09.07.2016; Herr ; Dr. ; Philip ; Mörs ; 1.10.1944 ; Heroldstr. 116 ;96364; Marktrodach ; 09261 / 42930461 ; 0164 / 8272707 ; 09261 / 39117063 ; philip.moers@mail.xyz ; ja
734;30.03.2016; Frau ; Prof. ; Margarete ; McKinney ; 7.9.1927 ; Am Oedingteich 195 ;50170; Kerpen ; 02237 / 1615957 ; 0155 / 2218766 ; 02237 / 74891757 ; margarete.mckinney@mail.xyz ; ja
735;05.03.2016; Frau ; Dr. ; Silvia ; Langer ; 4.12.1959 ; Wörthstr. 126 ;71088; Holzgerlingen ; 07031 / 83789780 ; 0163 / 7394111 ; 07031 / 3611155 ; s.langer@mail.xyz ; ja
736;08.10.2016; Herr ; Dr. ; Hendrik ; Grün ; 26.7.1922 ; Offenbergstr. 131 ;27246; Borstel ; 04276 / 92964554 ; 0176 / 6182829 ; 04276 / 1905658 ; h.gruen@mail.xyz ; ja
737;17.10.2016; Frau ; Dr. ; Margarethe ; Hoyer ; 21.12.1953 ; Kleiner Griechenmarkt 98 ;56244; Goddert ; 02626 / 34901782 ; 0151 / 7007921 ; 02626 / 52909598 ; m.hoyer@mail.xyz ; ja
738;25.10.2016; Frau ; Dr. ; Barbara ; Farmer ; 20.9.1972 ; Schmittingheide 91a ;87509; Immenstadt ; 08323 / 36965112 ; 0178 / 9085261 ; 08323 / 48552381 ; b.farmer@mail.xyz ; ja
739;23.10.2016; Herr ; Dr. ; Lasse ; Kraus ; 13.9.1955 ; Am Brook 21 ;25764; Norddeich ; 04823 / 81909892 ; 0178 / 7144844 ; 04823 / 15477302 ; lasse.kraus@mail.xyz ; ja
740;10.10.2016; Frau ; Dr. ; Jamie ; Schick ; 14.11.1948 ; Wörthstr. 181 ;94152; Neuhaus am Inn ; 08503 / 73930377 ; 0172 / 9152416 ; 08503 / 9250333 ; j.schick@mail.xyz ; ja
741;20.10.2016; Herr ; Prof. ; Bjarne ; Ebner ; 28.9.1955 ; Im Stemmen 105a ;27367; Hassendorf ; 04264 / 87633892 ; 0168 / 4993270 ; 04264 / 92893180 ; b.ebner@mail.xyz ; ja
742;09.11.2016; Herr ; Dr. ; Heinz ; Elliott ; 25.5.1921 ; Neusser Str. 76 ;30855; Langenhagen ; 0511 / 21032130 ; 0153 / 3046431 ; 0511 / 58504224 ; h.elliott@mail.xyz ; ja
743;25.04.2016; Frau ; Dr. ; Lucy ; Zach ; 6.5.1983 ; Horstmarer Landweg 200 ;48712; Gescher ; 02542 / 491213 ; 0164 / 9670966 ; 02542 / 17012109 ; lucy.zach@mail.xyz ; ja
744;24.04.2016; Herr ; Dr. ; Matthias ; Gessler ; 28.5.1974 ; Am Römerhof 137 ;17491; Greifswald ; 03834 / 87214017 ; 0157 / 3884686 ; 03834 / 749227 ; matthias.gessler@mail.xyz ; ja
745;08.06.2016; Frau ; Dr. ; Cornelia ; Harrington ; 24.1.1979 ; Weißenburgstr. 51 ;56317; Urbach ; 02684 / 63870667 ; 0166 / 8340335 ; 02684 / 69536574 ; c.harrington@mail.xyz ; ja
746;18.01.2016; Herr ; Dr. ; Mathias ; Frey ; 21.9.1970 ; Geiststr. 100 ;13156; Pankow ; 030 / 51042580 ; 0168 / 4381932 ; 030 / 6940722 ; m.frey@mail.xyz ; ja
747;17.07.2016; Frau ; Dr. ; Alicia ; Binder ; 28.8.1954 ; Methweg 52 ;96367; Tschirn ; 09268 / 62065828 ; 0157 / 9427344 ; 09268 / 90237927 ; a.binder@mail.xyz ; ja
748;24.01.2016; Frau ; Dr. ; Judith ; Räder ; 23.7.1980 ; Dachsleite 176 ;84558; Feichten an der Alz ; 08623 / 22281833 ; 0179 / 7152072 ; 08623 / 85890930 ; judith.raeder@mail.xyz ; ja
749;13.03.2016; Frau ; Dr. ; Franziska ; Harrington ; 19.2.1946 ; Templerweg 162 ;26127; Oldenburg ; 0441 / 88301207 ; 0178 / 4469008 ; 0441 / 76799363 ; f.harrington@mail.xyz ; ja
750;20.05.2016; Herr ; Dr. ; Enno ; Steffen ; 25.5.1925 ; Carossastr. 1 ;23795; Schackendorf ; 04551 / 60073659 ; 0158 / 9910965 ; 04551 / 16958415 ; e.steffen@mail.xyz ; ja
751;02.10.2016; Herr ; Prof. ; Ferdinand ; Hirt ; 14.11.1932 ; Gleueler Str. 112 ;74924; Neckarbischofsheim ; 07263 / 92748794 ; 0155 / 2752761 ; 07263 / 29401391 ; ferdinand.hirt@mail.xyz ; ja
752;10.11.2016; Frau ; Dr. ; Linn ; Hintz ; 20.3.1976 ; Langeworth 12 ;87779; Trunkelsberg ; 08331 / 89473819 ; 0150 / 5120527 ; 08331 / 47049949 ; l.hintz@mail.xyz ; ja
753;28.01.2016; Frau ; Dr. ; Lucia ; Mutschler ; 18.4.1957 ; Christinastr. 98 ;24793; Oldenhütten ; 04392 / 2733436 ; 0173 / 5012734 ; 04392 / 84189428 ; lucia.mutschler@mail.xyz ; ja
754;19.12.2016; Herr ; Dr. ; Wilfried ; Klatt ; 27.1.1926 ; Friedrich-Ebert-Str. 34 ;97788; Neuendorf ; 09351 / 73196323 ; 0155 / 6555047 ; 09351 / 34817603 ; wilfried.klatt@mail.xyz ; ja
755;10.01.2016; Frau ; Prof. ; Michelle ; Fenner ; 14.5.1974 ; Manfred-von-Richthofen-Str. 23 ;45475; Mülheim an der Ruhr ; 0208 / 49555028 ; 0168 / 7970665 ; 0208 / 65974610 ; michelle.fenner@mail.xyz ; ja
756;01.05.2016; Frau ; Dr. ; Katrin ; Popp ; 9.8.1956 ; Dreizehnerstr. 94 ;31655; Stadthagen ; 05721 / 75171457 ; 0158 / 9352005 ; 05721 / 85327333 ; katrin.popp@mail.xyz ; ja
757;22.05.2016; Herr ; Dr. ; Carsten ; Vogler ; 12.9.1969 ; Münsterstr. 22 ;55627; Martinstein ; 06754 / 744274 ; 0158 / 7591816 ; 06754 / 41264090 ; c.vogler@mail.xyz ; ja
758;01.05.2016; Frau ; Dr. ; Anastasia ; Ruf ; 14.12.1932 ; Geiststr. 174 ;10317; Berlin ; 030 / 77186322 ; 0164 / 6431325 ; 030 / 12657355 ; a.ruf@mail.xyz ; ja
759;31.08.2016; Frau ; Dr. ; Ivonne ; Felder ; 22.4.1992 ; Breul 198 ;63179; Obertshausen ; 06104 / 68035730 ; 0150 / 6502889 ; 06104 / 97906735 ; ivonne.felder@mail.xyz ; ja
760;19.01.2016; Herr ; Dr. ; Nick ; Heidemann ; 14.6.1999 ; Am Dornbusch 193 ;37697; Lauenförde ; 05271 / 83058377 ; 0166 / 6489443 ; 05271 / 2105722 ; n.heidemann@mail.xyz ; ja
761;10.10.2016; Frau ; Dr. ; Elisabeth ; Henschke ; 23.6.1979 ; Norbertstr. 137 ;59329; Wadersloh ; 02523 / 13841164 ; 0157 / 8493505 ; 02523 / 66638923 ; elisabeth.henschke@mail.xyz ; ja
762;29.10.2016; Herr ; Dr. ; Yannick ; Klotz ; 23.3.1932 ; Kapellenstr. 14 ;14089; Kladow ; 030 / 76501693 ; 0151 / 3800282 ; 030 / 98023361 ; yannick.klotz@mail.xyz ; ja
763;23.07.2016; Frau ; Dr. ; Christina ; Wiese ; 26.4.1995 ; Wildpfad 171 ;36166; Haunetal ; 06673 / 82752726 ; 0151 / 5240049 ; 06673 / 45733993 ; c.wiese@mail.xyz ; ja
764;03.07.2016; Frau ; Dr. ; Juli ; Cortez ; 25.12.1939 ; Zur Gräfte 39 ;44869; Bochum ; 0234 / 35617013 ; 0161 / 2028447 ; 0234 / 88649843 ; j.cortez@mail.xyz ; ja
765;20.03.2016; Herr ; Dr. ; Mohammed ; Riedl ; 23.4.1983 ; Am Getterbach 29 ;23611; Bad Schwartau ; 0451 / 79271612 ; 0162 / 3938533 ; 0451 / 18450629 ; mohammed.riedl@mail.xyz ; ja
766;19.01.2016; Herr ; Dr. ; Mario ; Brady ; 26.10.1970 ; Starweg 196 ;45770; Marl ; 02365 / 32930137 ; 0154 / 9477873 ; 02365 / 34004958 ; mario.brady@mail.xyz ; ja
767;23.04.2016; Frau ; Dr. ; Ida ; Klotz ; 3.4.1948 ; Wolbecker Str. 1 ;38723; Seesen ; 05381 / 24086760 ; 0156 / 3602424 ; 05381 / 18404457 ; i.klotz@mail.xyz ; ja
768;31.05.2016; Herr ; Dr. ; Reinhard ; Schneider ; 12.5.1980 ; Hermann-Treff-Weg 75 ;29699; Bomlitz ; 05161 / 88936418 ; 0175 / 3702858 ; 05161 / 30881844 ; r.schneider@mail.xyz ; ja
769;16.09.2016; Frau ; Prof. ; Alicia ; Krüger ; 16.5.1969 ; Rinscheweg 140 ;24643; Struvenhütten ; 04194 / 52019850 ; 0176 / 2881099 ; 04194 / 48875638 ; alicia.krueger@mail.xyz ; ja
770;09.08.2016; Frau ; Dr. ; Laura ; Lemke ; 25.5.1980 ; Papenbusch 148 ;91088; Bubenreuth ; 09131 / 42759487 ; 0155 / 5097648 ; 09131 / 83150707 ; laura.lemke@mail.xyz ; ja
771;04.09.2016; Frau ; Dr. ; Jenny ; Finkenzeller ; 20.3.1921 ; Hindenburgplatz 79a ;37085; Göttingen ; 0551 / 45216278 ; 0169 / 3734060 ; 0551 / 65836376 ; jenny.finkenzeller@mail.xyz ; ja
772;09.12.2016; Herr ; Dr. ; Julian ; Hirsch ; 13.1.1960 ; Liboristr. 194 ;37434; Obernfeld ; 05528 / 53698886 ; 0175 / 7605283 ; 05528 / 37119725 ; julian.hirsch@mail.xyz ; ja
773;19.12.2016; Herr ; Dr. ; Enrico ; Castillo ; 16.5.1977 ; Rückertstr. 52 ;23896; Ritzerau ; 04543 / 97508846 ; 0150 / 6978676 ; 04543 / 65768363 ; e.castillo@mail.xyz ; ja
774;23.01.2016; Frau ; Dr. ; Christine ; Uhlmann ; 2.8.1987 ; Franz-Peter-Kürten-Weg 45 ;1979; Lauchhammer ; 03574 / 35541128 ; 0167 / 5619396 ; 03574 / 15659464 ; c.uhlmann@mail.xyz ; ja
775;27.04.2016; Frau ; Dr. ; Jolina ; Sparks ; 21.6.1997 ; Zum Guten Hirten 46 ;15236; Frankfurt ; 0335 / 31717141 ; 0154 / 5963712 ; 0335 / 48778386 ; j.sparks@mail.xyz ; ja
776;28.07.2016; Herr ; Dr. ; Stefan ; Thaler ; 23.6.2000 ; Hülsebrockstr. 100 ;92637; Theisseil ; 09602 / 3401199 ; 0173 / 4974127 ; 09602 / 79141244 ; s.thaler@mail.xyz ; ja
777;21.08.2016; Frau ; Dr. ; Sabine ; Richards ; 8.6.1967 ; Wormser Str. 61 ;83098; Brannenburg ; 08034 / 15178486 ; 0168 / 5897410 ; 08034 / 5049659 ; sabine.richards@mail.xyz ; ja
778;09.11.2016; Frau ; Dr. ; Anette ; Eichhorn ; 26.12.1971 ; Breul 136 ;63075; Offenbach am Main ; 069 / 39185932 ; 0160 / 3092095 ; 069 / 29294657 ; anette.eichhorn@mail.xyz ; ja
779;24.09.2016; Herr ; Prof. ; Lucas ; Kammer ; 7.10.1937 ; Uhuweg 93 ;57629; Lochum ; 02662 / 98584943 ; 0154 / 1748379 ; 02662 / 58744245 ; l.kammer@mail.xyz ; ja
780;27.06.2016; Frau ; Dr. ; Mona ; Keiser ; 24.3.1949 ; Rinscheweg 17 ;89437; Haunsheim ; 09073 / 94091970 ; 0168 / 3596072 ; 09073 / 51692115 ; m.keiser@mail.xyz ; ja
781;02.05.2016; Frau ; Dr. ; Caja ; Dick ; 2.3.1932 ; Willingrott 84 ;95508; Kulmain ; 09642 / 1337234 ; 0153 / 7786873 ; 09642 / 30488594 ; c.dick@mail.xyz ; ja
782;04.06.2016; Frau ; Dr. ; Gudrun ; Puls ; 14.4.1928 ; Grevener Str. 122 ;89428; Syrgenstein ; 09077 / 18838380 ; 0153 / 5821029 ; 09077 / 41986307 ; gudrun.puls@mail.xyz ; ja
783;28.05.2016; Herr ; Prof. ; Dario ; Reschke ; 28.4.1982 ; Fresnostr. 42 ;92533; Wernberg-Köblitz ; 09604 / 63805953 ; 0170 / 9512970 ; 09604 / 49436237 ; dario.reschke@mail.xyz ; ja
784;06.11.2016; Frau ; Dr. ; Kristin ; Musiol ; 24.11.2000 ; Schiffahrter Damm 84 ;74572; Blaufelden ; 07953 / 29650185 ; 0159 / 3084821 ; 07953 / 81503472 ; k.musiol@mail.xyz ; ja
785;09.09.2016; Frau ; Dr. ; Sophia ; Fletcher ; 24.7.1933 ; Dachsleite 89 ;42283; Wuppertal ; 0202 / 11029601 ; 0154 / 1506232 ; 0202 / 30018625 ; sophia.fletcher@mail.xyz ; ja
786;30.10.2016; Frau ; Dr. ; Nike ; Möser ; 23.8.1983 ; Pankokstr. 94 ;91620; Ohrenbach ; 09865 / 74617701 ; 0163 / 9861423 ; 09865 / 15857908 ; nike.moeser@mail.xyz ; ja
787;30.05.2016; Herr ; Dr. ; Horst ; Ziegler ; 9.9.1994 ; Norbertstr. 101 ;91629; Weihenzell ; 09802 / 97308793 ; 0165 / 2828608 ; 09802 / 19092852 ; h.ziegler@mail.xyz ; ja
788;25.04.2016; Frau ; Dr. ; Finja ; Person ; 15.5.1921 ; Am Römerhof 73 ;56729; Ettringen ; 02651 / 78734787 ; 0154 / 3893540 ; 02651 / 64846172 ; finja.person@mail.xyz ; ja
789;15.11.2016; Frau ; Prof. ; Katja ; Fehrenbach ; 6.4.1976 ; Kröver Str. 58 ;54636; Scharfbillig ; 06561 / 85683451 ; 0163 / 1237441 ; 06561 / 71266459 ; katja.fehrenbach@mail.xyz ; ja
790;07.11.2016; Frau ; Dr. ; Lia ; Henke ; 10.7.1967 ; Steinkamp 85 ;95358; Guttenberg ; 09225 / 50883770 ; 0165 / 3783475 ; 09225 / 73393626 ; l.henke@mail.xyz ; ja
791;25.08.2016; Frau ; Dr. ; Mara ; Katrin ; 21.7.1926 ; Gasselstiege 85 ;54534; Schladt ; 06572 / 14110703 ; 0164 / 8600774 ; 06572 / 69969375 ; m.katrin@mail.xyz ; ja
792;30.08.2016; Frau ; Dr. ; Linn ; Thiel ; 5.9.1942 ; Uhuweg 183 ;16928; Pritzwalk ; 03395 / 97961537 ; 0157 / 6648854 ; 03395 / 67869516 ; linn.thiel@mail.xyz ; ja
793;16.11.2016; Frau ; Dr. ; Käthe ; Barrenbrügge ; 8.12.1969 ; Im Draum 56 ;66907; Rehweiler ; 06383 / 99748715 ; 0172 / 4574291 ; 06383 / 86951096 ; kaethe.barrenbruegge@mail.xyz ; ja
794;27.03.2016; Herr ; Dr. ; Gert ; Böttner ; 9.1.1940 ; Hofstr. 82 ;21493; Elmenhorst ; 04151 / 29906434 ; 0153 / 8146299 ; 04151 / 79297563 ; gert.boettner@mail.xyz ; ja
795;09.08.2016; Herr ; Dr. ; Moritz ; Kappel ; 6.9.1992 ; Ulmenweg 118 ;57520; Rosenheim ; 02747 / 24766387 ; 0175 / 5020002 ; 02747 / 59877171 ; m.kappel@mail.xyz ; ja
796;22.05.2016; Herr ; Dr. ; Gerhardt ; Kühnel ; 9.8.1976 ; Berrischstr. 106 ;41179; Mönchengladbach ; 02161 / 54936298 ; 0168 / 2050055 ; 02161 / 41452736 ; gerhardt.kuehnel@mail.xyz ; ja
797;30.08.2016; Frau ; Dr. ; Nina ; Leonard ; 17.3.1954 ; Am Berler Kamp 2 ;73430; Aalen ; 07361 / 2369137 ; 0156 / 3146356 ; 07361 / 77465051 ; n.leonard@mail.xyz ; ja
798;02.06.2016; Frau ; Dr. ; Silke ; Frey ; 26.4.1990 ; Bünkamp 106 ;4279; Leipzig ; 0341 / 21454733 ; 0152 / 1335305 ; 0341 / 74600647 ; silke.frey@mail.xyz ; ja
799;30.10.2016; Herr ; Dr. ; Paul ; Heger ; 14.8.1981 ; Tondernstr. 172 ;55469; Altweidelbach ; 06761 / 56305928 ; 0167 / 1570148 ; 06761 / 19836322 ; paul.heger@mail.xyz ; ja
800;24.11.2016; Frau ; Dr. ; Heidi ; Wiedmann ; 10.6.1947 ; Wildpfad 192a ;24326; Nehmten ; 04522 / 64233325 ; 0157 / 8222512 ; 04522 / 54054964 ; heidi.wiedmann@mail.xyz ; ja
801;09.09.2016; Herr ; Dr. ; Magnus ; Silva ; 12.1.1963 ; Deutz-Kalker Str. 10 ;59969; Hallenberg ; 02984 / 52651328 ; 0171 / 3330210 ; 02984 / 87395701 ; m.silva@mail.xyz ; ja
802;27.04.2016; Frau ; Dr. ; Kimberley ; Juergens ; 20.6.1955 ; Tondernstr. 112 ;55568; Staudernheim ; 06751 / 51528688 ; 0164 / 7499981 ; 06751 / 16033510 ; kimberley.juergens@mail.xyz ; ja
803;19.06.2016; Herr ; Dr. ; Marlon ; Gerken ; 9.9.1999 ; Magdalenenstr. 48 ;9217; Burgstädt ; 03724 / 11065687 ; 0171 / 4917600 ; 03724 / 58820230 ; marlon.gerken@mail.xyz ; ja
804;05.12.2016; Frau ; Prof. ; Alissa ; Biermann ; 2.12.1997 ; Goebenstr. 6 ;93104; Sünching ; 09480 / 45224357 ; 0179 / 5284828 ; 09480 / 32655369 ; a.biermann@mail.xyz ; ja
805;03.03.2016; Herr ; Dr. ; Lewin ; Neuberger ; 6.5.1930 ; Flaßkuhl 50 ;25776; Rehm-Flehde-Bargen ; 04882 / 47679223 ; 0165 / 8798912 ; 04882 / 28903509 ; lewin.neuberger@mail.xyz ; ja
806;21.06.2016; Herr ; Dr. ; Kristian ; Zeh ; 14.4.1921 ; Eibenweg 173 ;9430; Venusberg ; 03725 / 64164475 ; 0169 / 6961754 ; 03725 / 24522748 ; k.zeh@mail.xyz ; ja
807;27.10.2016; Herr ; Dr. ; Stefan ; Schwalm ; 13.8.1996 ; Tondernstr. 180 ;35578; Wetzlar ; 06441 / 86053761 ; 0161 / 4183447 ; 06441 / 51123105 ; s.schwalm@mail.xyz ; ja
808;07.07.2016; Herr ; Dr. ; Thomas ; Kara ; 15.2.1955 ; Im Haubenfeld 194 ;42699; Solingen ; 0212 / 25557504 ; 0179 / 7306668 ; 0212 / 53030288 ; t.kara@mail.xyz ; ja
809;04.06.2016; Herr ; Dr. ; Sascha ; Linke ; 5.11.1931 ; Hüfferstr. 6 ;10365; Berlin ; 030 / 63702557 ; 0167 / 3112288 ; 030 / 37722446 ; s.linke@mail.xyz ; ja
810;16.03.2016; Frau ; Dr. ; Carina ; Forster ; 8.9.1936 ; Florentine-Eichler-Str. 157 ;91590; Bruckberg ; 09824 / 57468869 ; 0170 / 1615816 ; 09824 / 72963426 ; carina.forster@mail.xyz ; ja
